label_0,label_1,label_2,period_label,period,value
Архангельская область (кроме Ненецкого автономного округа),рубль,значение показателя за год,,2023,60761.0
Вологодская область,рубль,значение показателя за год,,2015,24290.0
Вологодская область,рубль,значение показателя за год,,2016,25919.0
Вологодская область,рубль,значение показателя за год,,2017,27897.0
Вологодская область,рубль,значение показателя за год,,2018,31169.0
Вологодская область,рубль,значение показателя за год,,2019,33559.0
Вологодская область,рубль,значение показателя за год,,2020,36527.0
Вологодская область,рубль,значение показателя за год,,2021,38526.0
Вологодская область,рубль,значение показателя за год,,2022,44270.0
Вологодская область,рубль,значение показателя за год,,2023,49045.0
Калининградская область,рубль,значение показателя за год,,2015,25967.0
Калининградская область,рубль,значение показателя за год,,2016,26436.0
Калининградская область,рубль,значение показателя за год,,2017,27632.0
Калининградская область,рубль,значение показателя за год,,2018,29726.0
Калининградская область,рубль,значение показателя за год,,2019,30883.0
Калининградская область,рубль,значение показателя за год,,2020,31760.0
Калининградская область,рубль,значение показателя за год,,2021,34764.0
Калининградская область,рубль,значение показателя за год,,2022,37823.0
Калининградская область,рубль,значение показателя за год,,2023,42255.0
Ленинградская область,рубль,значение показателя за год,,2015,29305.0
Ленинградская область,рубль,значение показателя за год,,2016,31462.0
Ленинградская область,рубль,значение показателя за год,,2017,34549.0
Ленинградская область,рубль,значение показателя за год,,2018,38372.0
Ленинградская область,рубль,значение показателя за год,,2019,39280.0
Ленинградская область,рубль,значение показателя за год,,2020,40555.0
Ленинградская область,рубль,значение показателя за год,,2021,43595.0
Ленинградская область,рубль,значение показателя за год,,2022,46662.0
Ленинградская область,рубль,значение показателя за год,,2023,52409.0
Мурманская область,рубль,значение показателя за год,,2015,39424.0
Мурманская область,рубль,значение показателя за год,,2016,43928.0
Мурманская область,рубль,значение показателя за год,,2017,46974.0
Мурманская область,рубль,значение показателя за год,,2018,51897.0
Мурманская область,рубль,значение показателя за год,,2019,54781.0
Мурманская область,рубль,значение показателя за год,,2020,59909.0
Мурманская область,рубль,значение показателя за год,,2021,64819.0
Мурманская область,рубль,значение показателя за год,,2022,73630.0
Мурманская область,рубль,значение показателя за год,,2023,83363.0
Новгородская область,рубль,значение показателя за год,,2015,23478.0
Новгородская область,рубль,значение показателя за год,,2016,25034.0
Новгородская область,рубль,значение показателя за год,,2017,26278.0
Новгородская область,рубль,значение показателя за год,,2018,28037.0
Новгородская область,рубль,значение показателя за год,,2019,28232.0
Новгородская область,рубль,значение показателя за год,,2020,29857.0
Новгородская область,рубль,значение показателя за год,,2021,32742.0
Новгородская область,рубль,значение показателя за год,,2022,37519.0
Новгородская область,рубль,значение показателя за год,,2023,43200.0
Псковская область,рубль,значение показателя за год,,2015,19795.0
Псковская область,рубль,значение показателя за год,,2016,20765.0
Псковская область,рубль,значение показателя за год,,2017,21873.0
Псковская область,рубль,значение показателя за год,,2018,24102.0
Псковская область,рубль,значение показателя за год,,2019,25502.0
Псковская область,рубль,значение показателя за год,,2020,27393.0
Псковская область,рубль,значение показателя за год,,2021,29519.0
Псковская область,рубль,значение показателя за год,,2022,31992.0
Псковская область,рубль,значение показателя за год,,2023,36093.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2015,41540.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2016,42001.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2017,46516.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2018,51098.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2019,54244.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2020,56531.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2021,61991.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2022,69684.0
Город Санкт-Петербург город федерального значения,рубль,значение показателя за год,,2023,76584.0
Южный федеральный округ (до 29.07.2016),рубль,значение показателя за год,,2015,22896.0
Южный федеральный округ,рубль,значение показателя за год,,2016,23351.0
Южный федеральный округ,рубль,значение показателя за год,,2017,24626.0
Южный федеральный округ,рубль,значение показателя за год,,2018,27353.0
Южный федеральный округ,рубль,значение показателя за год,,2019,28167.0
Южный федеральный округ,рубль,значение показателя за год,,2020,29682.0
Южный федеральный округ,рубль,значение показателя за год,,2021,32337.0
Южный федеральный округ,рубль,значение показателя за год,,2022,35278.0
Южный федеральный округ,рубль,значение показателя за год,,2023,39854.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2015,19268.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2016,20479.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2017,21771.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2018,24105.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2019,25699.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2020,27498.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2021,30155.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2022,33530.0
Республика Адыгея (Адыгея),рубль,значение показателя за год,,2023,38322.0
Республика Калмыкия,рубль,значение показателя за год,,2015,18143.0
Республика Калмыкия,рубль,значение показателя за год,,2016,18614.0
Республика Калмыкия,рубль,значение показателя за год,,2017,19580.0
Республика Калмыкия,рубль,значение показателя за год,,2018,22040.0
Республика Калмыкия,рубль,значение показателя за год,,2019,23419.0
Республика Калмыкия,рубль,значение показателя за год,,2020,25523.0
Республика Калмыкия,рубль,значение показателя за год,,2021,26926.0
Республика Калмыкия,рубль,значение показателя за год,,2022,28394.0
Республика Калмыкия,рубль,значение показателя за год,,2023,32032.0
Республика Крым,рубль,значение показателя за год,,2015,18979.0
Республика Крым,рубль,значение показателя за год,,2016,20658.0
Республика Крым,рубль,значение показателя за год,,2017,22023.0
Республика Крым,рубль,значение показателя за год,,2018,24902.0
Республика Крым,рубль,значение показателя за год,,2019,26962.0
Республика Крым,рубль,значение показателя за год,,2020,27567.0
Республика Крым,рубль,значение показателя за год,,2021,30318.0
Республика Крым,рубль,значение показателя за год,,2022,32108.0
Республика Крым,рубль,значение показателя за год,,2023,35082.0
Краснодарский край,рубль,значение показателя за год,,2015,24115.0
Краснодарский край,рубль,значение показателя за год,,2016,24981.0
Краснодарский край,рубль,значение показателя за год,,2017,26213.0
Краснодарский край,рубль,значение показателя за год,,2018,29199.0
Краснодарский край,рубль,значение показателя за год,,2019,29922.0
Краснодарский край,рубль,значение показателя за год,,2020,31509.0
Краснодарский край,рубль,значение показателя за год,,2021,34492.0
Краснодарский край,рубль,значение показателя за год,,2022,38280.0
Краснодарский край,рубль,значение показателя за год,,2023,43184.0
Астраханская область,рубль,значение показателя за год,,2015,22981.0
Астраханская область,рубль,значение показателя за год,,2016,23523.0
Астраханская область,рубль,значение показателя за год,,2017,24798.0
Астраханская область,рубль,значение показателя за год,,2018,27780.0
Астраханская область,рубль,значение показателя за год,,2019,28237.0
Астраханская область,рубль,значение показателя за год,,2020,30132.0
Астраханская область,рубль,значение показателя за год,,2021,32035.0
Астраханская область,рубль,значение показателя за год,,2022,35015.0
Астраханская область,рубль,значение показателя за год,,2023,39335.0
Волгоградская область,рубль,значение показателя за год,,2015,22241.0
Волгоградская область,рубль,значение показателя за год,,2016,22885.0
Волгоградская область,рубль,значение показателя за год,,2017,23934.0
Волгоградская область,рубль,значение показателя за год,,2018,26027.0
Волгоградская область,рубль,значение показателя за год,,2019,26709.0
Волгоградская область,рубль,значение показателя за год,,2020,28339.0
Волгоградская область,рубль,значение показателя за год,,2021,30143.0
Волгоградская область,рубль,значение показателя за год,,2022,32373.0
Волгоградская область,рубль,значение показателя за год,,2023,36754.0
Ростовская область,рубль,значение показателя за год,,2015,22232.0
Ростовская область,рубль,значение показателя за год,,2016,23156.0
Ростовская область,рубль,значение показателя за год,,2017,24600.0
Ростовская область,рубль,значение показателя за год,,2018,27257.0
Ростовская область,рубль,значение показателя за год,,2019,27556.0
Ростовская область,рубль,значение показателя за год,,2020,28982.0
Ростовская область,рубль,значение показателя за год,,2021,31730.0
Ростовская область,рубль,значение показателя за год,,2022,34573.0
Ростовская область,рубль,значение показателя за год,,2023,39746.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2015,19754.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2016,21718.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2017,23501.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2018,26738.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2019,28481.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2020,31623.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2021,34745.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2022,36467.0
Город федерального значения Севастополь,рубль,значение показателя за год,,2023,39729.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2015,18448.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2016,19475.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2017,20579.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2018,22482.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2019,22920.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2020,24829.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2021,26393.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2022,27962.0
Северо-Кавказский федеральный округ,рубль,значение показателя за год,,2023,30673.0
Республика Дагестан,рубль,значение показателя за год,,2015,15702.0
Республика Дагестан,рубль,значение показателя за год,,2016,17301.0
Республика Дагестан,рубль,значение показателя за год,,2017,18633.0
Республика Дагестан,рубль,значение показателя за год,,2018,21121.0
Республика Дагестан,рубль,значение показателя за год,,2019,21225.0
Республика Дагестан,рубль,значение показателя за год,,2020,23802.0
Республика Дагестан,рубль,значение показателя за год,,2021,24348.0
Республика Дагестан,рубль,значение показателя за год,,2022,26222.0
Республика Дагестан,рубль,значение показателя за год,,2023,28931.0
Республика Ингушетия,рубль,значение показателя за год,,2015,18596.0
Республика Ингушетия,рубль,значение показателя за год,,2016,19199.0
Республика Ингушетия,рубль,значение показателя за год,,2017,19253.0
Республика Ингушетия,рубль,значение показателя за год,,2018,21085.0
Республика Ингушетия,рубль,значение показателя за год,,2019,21603.0
Республика Ингушетия,рубль,значение показателя за год,,2020,23498.0
Республика Ингушетия,рубль,значение показателя за год,,2021,24663.0
Республика Ингушетия,рубль,значение показателя за год,,2022,25199.0
Республика Ингушетия,рубль,значение показателя за год,,2023,26978.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2015,17609.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2016,18362.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2017,19070.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2018,20925.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2019,21032.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2020,21745.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2021,24071.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2022,25883.0
Кабардино-Балкарская Республика,рубль,значение показателя за год,,2023,28479.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2015,18588.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2016,19166.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2017,20180.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2018,21547.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2019,21947.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2020,23753.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2021,25679.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2022,27349.0
Карачаево-Черкесская Республика,рубль,значение показателя за год,,2023,30489.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2015,17195.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2016,19028.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2017,20206.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2018,21904.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2019,22257.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2020,24398.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2021,25652.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2022,27239.0
Республика Северная Осетия-Алания,рубль,значение показателя за год,,2023,29872.0
Чеченская Республика,рубль,значение показателя за год,,2015,17977.0
Чеченская Республика,рубль,значение показателя за год,,2016,19422.0
Чеченская Республика,рубль,значение показателя за год,,2017,20154.0
Чеченская Республика,рубль,значение показателя за год,,2018,22647.0
Чеченская Республика,рубль,значение показателя за год,,2019,22795.0
Чеченская Республика,рубль,значение показателя за год,,2020,24962.0
Чеченская Республика,рубль,значение показателя за год,,2021,25530.0
Чеченская Республика,рубль,значение показателя за год,,2022,26355.0
Чеченская Республика,рубль,значение показателя за год,,2023,28949.0
Ставропольский край,рубль,значение показателя за год,,2015,20643.0
Ставропольский край,рубль,значение показателя за год,,2016,21341.0
Ставропольский край,рубль,значение показателя за год,,2017,22696.0
Ставропольский край,рубль,значение показателя за год,,2018,24179.0
Ставропольский край,рубль,значение показателя за год,,2019,25180.0
Ставропольский край,рубль,значение показателя за год,,2020,26614.0
Ставропольский край,рубль,значение показателя за год,,2021,29259.0
Ставропольский край,рубль,значение показателя за год,,2022,30977.0
Ставропольский край,рубль,значение показателя за год,,2023,33909.0
Приволжский федеральный округ,рубль,значение показателя за год,,2015,23198.0
Приволжский федеральный округ,рубль,значение показателя за год,,2016,24380.0
Приволжский федеральный округ,рубль,значение показателя за год,,2017,25921.0
