region,period,total_pop,share_older,share_child
Калининградская область,2011,941823.0,0.22123,0.15442
Калининградская область,2012,947043.0,0.22581,
Калининградская область,2013,955294.0,0.22999,
Калининградская область,2014,963978.0,0.23419,
Калининградская область,2015,970132.0,0.23927,
Калининградская область,2016,977826.0,0.24422,
Калининградская область,2017,987910.0,0.24808,
Калининградская область,2018,996517.0,0.25172,
Калининградская область,2019,1004479.0,0.25538,
Калининградская область,2020,1015289.0,0.24561,
Калининградская область,2021,538585.0,0.47157,
Калининградская область,2022,1030979.0,0.23649,
Калининградская область,2023,1032343.0,0.24118,
Калининградская область,2024,1033914.0,0.23355,
Калининградская область,2025,1032904.0,0.23776,
Калужская область,1990,1068443.0,0.21361,0.11338
Калужская область,1991,1073948.0,0.21655,0.11312
Калужская область,1992,1074673.0,0.2205,0.22071
Калужская область,1993,1079108.0,0.22505,0.11114
Калужская область,1994,1080681.0,0.22799,0.21462
Калужская область,1995,1087278.0,0.22788,0.10748
Калужская область,1996,1088982.0,0.22982,0.10557
Калужская область,1997,1086767.0,0.23344,0.10287
Калужская область,1998,1084479.0,0.23529,0.19621
Калужская область,1999,1079831.0,0.23539,0.19024
Калужская область,2000,1070426.0,0.23475,0.18261
Калужская область,2001,1060285.0,0.23408,0.17611
Калужская область,2002,1049614.0,0.23589,0.08708
Калужская область,2003,1038614.0,0.23679,0.16347
Калужская область,2004,1031655.0,0.23496,0.0806
Калужская область,2005,1027581.0,0.23479,0.07814
Калужская область,2006,1023341.0,0.2345,0.14726
Калужская область,2007,1020141.0,0.23657,0.07345
Калужская область,2008,1017726.0,0.23918,0.14106
Калужская область,2009,1015597.0,0.24148,0.14104
Калужская область,2010,1014996.0,0.24572,0.14208
Калужская область,2011,1009191.0,0.25066,0.14309
Калужская область,2012,1013762.0,0.25399,
Калужская область,2013,1016660.0,0.25749,
Калужская область,2014,1020916.0,0.26166,
Калужская область,2015,1032084.0,0.26458,
Калужская область,2016,1036953.0,0.26961,
Калужская область,2017,1047390.0,0.27297,
Калужская область,2018,1050524.0,0.27761,
Калужская область,2019,1053381.0,0.28205,
Калужская область,2020,1052181.0,0.27231,
Калужская область,2021,557594.0,0.51819,
Калужская область,2022,1073252.0,0.2577,
Калужская область,2023,1070853.0,0.26178,
Калужская область,2024,1068410.0,0.25313,
Калужская область,2025,1066601.0,0.25626,
Камчатский край,1990,476911.0,0.05572,0.14101
Камчатский край,1991,478541.0,0.05964,0.13862
Камчатский край,1992,475987.0,0.06461,0.2671
Камчатский край,1993,458899.0,0.07117,0.13286
Камчатский край,1994,439750.0,0.07732,0.25307
Камчатский край,1995,421582.0,0.08388,0.12509
Камчатский край,1996,406393.0,0.08949,0.12189
Камчатский край,1997,397007.0,0.09543,0.11791
Камчатский край,1998,388255.0,0.10065,0.22248
Камчатский край,1999,380481.0,0.10451,0.21463
Камчатский край,2000,372308.0,0.10882,0.20554
Камчатский край,2001,366400.0,0.11301,0.19859
Камчатский край,2002,361646.0,0.11825,0.09816
Камчатский край,2003,357917.0,0.12307,0.1868
Камчатский край,2004,350510.0,0.12741,0.09255
Камчатский край,2005,343908.0,0.13346,0.09046
Камчатский край,2006,336594.0,0.13957,0.17307
Камчатский край,2007,330810.0,0.14763,0.08761
Камчатский край,2008,327949.0,0.15523,0.16935
Камчатский край,2009,325179.0,0.1616,0.16933
Камчатский край,2010,323165.0,0.16832,0.17135
Камчатский край,2011,321659.0,0.17404,0.17187
Камчатский край,2012,318255.0,0.1793,
Камчатский край,2013,316773.0,0.18359,
Камчатский край,2014,314275.0,0.18862,
Камчатский край,2015,309786.0,0.19467,
Камчатский край,2016,306794.0,0.20019,
Камчатский край,2017,303537.0,0.20547,
Камчатский край,2018,302530.0,0.20878,
Камчатский край,2019,299896.0,0.21265,
Камчатский край,2020,296367.0,0.204,
Камчатский край,2021,150297.0,0.40214,
Камчатский край,2022,292574.0,0.19323,
Камчатский край,2023,288730.0,0.19878,
Камчатский край,2024,288947.0,0.1904,
Камчатский край,2025,288200.0,0.19424,
Карачаево-Черкесская Республика,1990,419136.0,0.16321,0.14736
Карачаево-Черкесская Республика,1991,424842.0,0.16529,0.14638
Карачаево-Черкесская Республика,1992,428795.0,0.16858,0.28647
Карачаево-Черкесская Республика,1993,433088.0,0.17272,0.14458
Карачаево-Черкесская Республика,1994,433470.0,0.1771,0.28098
Карачаево-Черкесская Республика,1995,435474.0,0.18061,0.14101
Карачаево-Черкесская Республика,1996,437950.0,0.18475,0.13909
Карачаево-Черкесская Республика,1997,439201.0,0.18751,0.13655
Карачаево-Черкесская Республика,1998,440354.0,0.18912,0.26373
Карачаево-Черкесская Республика,1999,441281.0,0.18916,0.25616
Карачаево-Черкесская Республика,2000,439981.0,0.1881,0.2475
Карачаево-Черкесская Республика,2001,440621.0,0.18607,0.2402
Карачаево-Черкесская Республика,2002,439803.0,0.18486,0.11798
Карачаево-Черкесская Республика,2003,438853.0,0.18275,0.22592
Карачаево-Черкесская Республика,2004,444342.0,0.1786,0.11073
Карачаево-Черкесская Республика,2005,450220.0,0.17504,0.10713
Карачаево-Черкесская Республика,2006,454487.0,0.17341,0.20639
Карачаево-Черкесская Республика,2007,461650.0,0.17191,0.10175
